Entity,Code,Year,Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized
Saudi Arabia,SAU,2013,0.2623758,4.181795,4.519109,0.7632827,0.26780942
Saudi Arabia,SAU,2014,0.2625849,4.1890936,4.5350432,0.76304173,0.27054113
Saudi Arabia,SAU,2015,0.26271945,4.192158,4.543237,0.7628268,0.2728482
Saudi Arabia,SAU,2016,0.2629914,4.1810503,4.537617,0.7626379,0.27610958
Saudi Arabia,SAU,2017,0.2632245,4.171316,4.5301,0.76247424,0.27746344
Saudi Arabia,SAU,2018,0.26313922,4.1837606,4.536592,0.76234096,0.27877355
Saudi Arabia,SAU,2019,0.2628555,4.216069,4.5544286,0.7622446,0.27899438
Senegal,SEN,1990,0.21512029,4.003507,2.891671,0.5529106,0.096735
Senegal,SEN,1991,0.21523742,3.999169,2.8896232,0.5529081,0.09634733
Senegal,SEN,1992,0.21532859,3.9951913,2.8878183,0.55290365,0.09632252
Senegal,SEN,1993,0.21539365,3.9894552,2.8863292,0.5528982,0.09589332
Senegal,SEN,1994,0.21543168,3.9873822,2.8852968,0.55289215,0.09559199
Senegal,SEN,1995,0.2154414,3.983689,2.8848202,0.5528849,0.09558576
Senegal,SEN,1996,0.21539527,3.9788344,2.8850148,0.5528776,0.094901614
Senegal,SEN,1997,0.21528813,3.9686704,2.8858287,0.5528695,0.09476131
Senegal,SEN,1998,0.21516383,3.957128,2.8868458,0.5528612,0.09420057
Senegal,SEN,1999,0.21506631,3.9464793,2.8877585,0.55285347,0.09406457
Senegal,SEN,2000,0.21503843,3.9434748,2.8882577,0.5528459,0.09381468
Senegal,SEN,2001,0.21513535,3.944246,2.8883982,0.5528386,0.09399164
Senegal,SEN,2002,0.21533297,3.9451904,2.8885887,0.55283225,0.09429893
Senegal,SEN,2003,0.21556129,3.947439,2.8886511,0.5528266,0.0949818
Senegal,SEN,2004,0.21575128,3.946817,2.888524,0.55282164,0.09578515
Senegal,SEN,2005,0.21583033,3.947818,2.8881066,0.5528181,0.09598966
Senegal,SEN,2006,0.21573773,3.9467227,2.8856735,0.55281466,0.09597515
Senegal,SEN,2007,0.2155155,3.942617,2.8808906,0.5528121,0.09662174
Senegal,SEN,2008,0.21524835,3.93737,2.8754222,0.5528099,0.09712035
Senegal,SEN,2009,0.21502297,3.9347472,2.8709962,0.5528071,0.097136445
Senegal,SEN,2010,0.21492364,3.93281,2.8692546,0.5528046,0.09767511
Senegal,SEN,2011,0.21497087,3.9411235,2.8711972,0.55280083,0.09792456
Senegal,SEN,2012,0.21510041,3.9590747,2.8758802,0.5527969,0.09857358
Senegal,SEN,2013,0.21526909,3.9783332,2.8817406,0.55279225,0.0989822
Senegal,SEN,2014,0.21543488,3.9937816,2.8872273,0.55278575,0.099305585
Senegal,SEN,2015,0.21555348,3.999768,2.8907769,0.5527781,0.09976134
Senegal,SEN,2016,0.2158841,3.9968534,2.8942425,0.5527699,0.10105647
Senegal,SEN,2017,0.21621746,3.991513,2.896549,0.5527615,0.101933196
Senegal,SEN,2018,0.21627313,4.0040107,2.8957472,0.5527529,0.1026303
Senegal,SEN,2019,0.21622801,4.0294,2.8934357,0.55274326,0.10354699
Serbia,SRB,1990,0.28391153,3.0980194,3.298805,0.540626,0.13087903
Serbia,SRB,1991,0.2835955,3.0900764,3.301039,0.54052263,0.1275429
Serbia,SRB,1992,0.28327143,3.0839071,3.3046837,0.54048234,0.12454399
Serbia,SRB,1993,0.28297082,3.0757797,3.3089528,0.540485,0.12226438
Serbia,SRB,1994,0.28273013,3.0689569,3.31216,0.5404671,0.12023792
Serbia,SRB,1995,0.28256184,3.0626123,3.3154256,0.5404908,0.118746914
Serbia,SRB,1996,0.28239366,3.0554667,3.3200147,0.5405241,0.11787099
Serbia,SRB,1997,0.28214324,3.0466144,3.329775,0.54070115,0.117472395
Serbia,SRB,1998,0.28187937,3.0389056,3.3409157,0.5409159,0.11674941
Serbia,SRB,1999,0.28172007,3.0252264,3.3446522,0.5408169,0.11605915
Serbia,SRB,2000,0.28166893,3.0092037,3.3457527,0.54069465,0.115679815
Serbia,SRB,2001,0.28173384,2.99539,3.3501468,0.5407558,0.116436474
Serbia,SRB,2002,0.28192544,2.9775953,3.35524,0.5407883,0.117787324
Serbia,SRB,2003,0.28218403,2.956505,3.3597996,0.5407778,0.119659364
Serbia,SRB,2004,0.28243154,2.9374812,3.3643441,0.5407989,0.12173406
Serbia,SRB,2005,0.28261274,2.9202738,3.3671875,0.5408186,0.12355641
Serbia,SRB,2006,0.2827815,2.9037662,3.3685405,0.54081154,0.12561597
Serbia,SRB,2007,0.28300402,2.8852015,3.3700407,0.5408024,0.1273359
Serbia,SRB,2008,0.28325164,2.8666155,3.3714156,0.54079264,0.1293934
Serbia,SRB,2009,0.2834988,2.8507,3.3720725,0.54076844,0.13136601
Serbia,SRB,2010,0.28371772,2.839741,3.3716702,0.5407289,0.13288817
Serbia,SRB,2011,0.2840543,2.8318923,3.3694704,0.5406678,0.13434955
Serbia,SRB,2012,0.2845795,2.8229446,3.365633,0.5405978,0.1361638
Serbia,SRB,2013,0.2851511,2.8167434,3.3617408,0.54055643,0.13700922
Serbia,SRB,2014,0.2856391,2.8110495,3.3580794,0.540523,0.13842759
Serbia,SRB,2015,0.28591478,2.8073838,3.3545988,0.54047257,0.13928807
Serbia,SRB,2016,0.2857797,2.8106384,3.3464797,0.5404228,0.14055094
Serbia,SRB,2017,0.2855267,2.8161287,3.3387032,0.5403768,0.14121008
Serbia,SRB,2018,0.28533348,2.815798,3.3362787,0.54033136,0.1423078
Serbia,SRB,2019,0.28505,2.814907,3.33539,0.540287,0.14359924
Seychelles,SYC,1990,0.3003364,2.8112023,3.6724496,0.3348541,0.12212997
Seychelles,SYC,1991,0.30145916,2.801976,3.6795852,0.33485034,0.123512454
Seychelles,SYC,1992,0.30249393,2.7923174,3.6859736,0.33484882,0.12514766
Seychelles,SYC,1993,0.30338907,2.7834795,3.691325,0.3348398,0.12622274
Seychelles,SYC,1994,0.30408013,2.7750912,3.6958005,0.33483908,0.12728679
Seychelles,SYC,1995,0.30450478,2.765676,3.6994805,0.33486113,0.12855871
Seychelles,SYC,1996,0.30477604,2.7583275,3.7018666,0.3348914,0.12961225
Seychelles,SYC,1997,0.30503395,2.746274,3.7027204,0.33491513,0.13132146
Seychelles,SYC,1998,0.3052788,2.7339315,3.701383,0.33490688,0.13274303
Seychelles,SYC,1999,0.30548552,2.722215,3.6985762,0.33488315,0.13397491
Seychelles,SYC,2000,0.3056302,2.7122633,3.6949332,0.3348615,0.13425086
Seychelles,SYC,2001,0.30578288,2.7037706,3.6896179,0.3348346,0.13409086
Seychelles,SYC,2002,0.3059945,2.6941288,3.6825297,0.3348,0.13444676
Seychelles,SYC,2003,0.30622634,2.685257,3.674889,0.33475134,0.13429539
Seychelles,SYC,2004,0.30642968,2.674123,3.6679156,0.33469886,0.13424894
Seychelles,SYC,2005,0.30655247,2.666924,3.6629534,0.33465314,0.13430203
Seychelles,SYC,2006,0.30652985,2.6573365,3.6631038,0.33460274,0.13451593
Seychelles,SYC,2007,0.30639097,2.64392,3.6686122,0.3345507,0.13528457
Seychelles,SYC,2008,0.30623257,2.6313956,3.6765597,0.33450055,0.13556081
Seychelles,SYC,2009,0.30614534,2.620959,3.6843796,0.33445075,0.13661233
Seychelles,SYC,2010,0.30622235,2.6154761,3.6892297,0.3344063,0.13720837
Seychelles,SYC,2011,0.3069391,2.6157045,3.692962,0.33436656,0.13854514
Seychelles,SYC,2012,0.30839333,2.6167803,3.698759,0.33432746,0.13964525
Seychelles,SYC,2013,0.3101186,2.619188,3.7052233,0.3342918,0.1414508
Seychelles,SYC,2014,0.31163824,2.6223254,3.7109265,0.33425984,0.14339304
Seychelles,SYC,2015,0.31247005,2.6231592,3.7146425,0.33423054,0.14510871
Seychelles,SYC,2016,0.31190345,2.6212308,3.7208812,0.33420283,0.14686012
Seychelles,SYC,2017,0.31122857,2.6207454,3.7265923,0.3341761,0.14920126
Seychelles,SYC,2018,0.31192645,2.6285365,3.7308533,0.3341527,0.15025266
Seychelles,SYC,2019,0.31363437,2.644615,3.7375588,0.3341308,0.1512988
Sierra Leone,SLE,1990,0.20785803,4.1790104,3.5970297,0.5383761,0.08752865
Sierra Leone,SLE,1991,0.20860747,4.1882224,3.597032,0.5384036,0.08753988
Sierra Leone,SLE,1992,0.20916787,4.197473,3.5960362,0.53841615,0.08756417
Sierra Leone,SLE,1993,0.20954514,4.2054124,3.595094,0.5384207,0.08730486
Sierra Leone,SLE,1994,0.20974572,4.2178483,3.596028,0.5384276,0.08717279
Sierra Leone,SLE,1995,0.20978533,4.2274694,3.5968812,0.5384319,0.08673432
Sierra Leone,SLE,1996,0.2094316,4.246351,3.6009302,0.5384402,0.08564823
Sierra Leone,SLE,1997,0.20861319,4.276182,3.6087236,0.53845537,0.08366375
Sierra Leone,SLE,1998,0.20764306,4.307215,3.6157355,0.53845847,0.08149255
Sierra Leone,SLE,1999,0.20680422,4.333508,3.6203234,0.5384472,0.079429634
Sierra Leone,SLE,2000,0.20635654,4.3528967,3.621347,0.53843397,0.07838193
Sierra Leone,SLE,2001,0.20623115,4.367847,3.6206634,0.5384199,0.077906735
Sierra Leone,SLE,2002,0.20615406,4.3839474,3.620562,0.5384091,0.077542126
Sierra Leone,SLE,2003,0.20611188,4.39913,3.620976,0.538402,0.07745424
Sierra Leone,SLE,2004,0.20609301,4.411987,3.6216228,0.5383938,0.077244736
Sierra Leone,SLE,2005,0.20608647,4.41973,3.6218376,0.5383896,0.07700314
Sierra Leone,SLE,2006,0.20610566,4.4229546,3.6222115,0.5383851,0.07717398
Sierra Leone,SLE,2007,0.20616187,4.424466,3.622886,0.53838,0.0778236
Sierra Leone,SLE,2008,0.20624849,4.4250445,3.6236804,0.53837425,0.078409895
Sierra Leone,SLE,2009,0.20635334,4.424382,3.624634,0.53836566,0.07909232
Sierra Leone,SLE,2010,0.20646766,4.423879,3.6255171,0.5383598,0.07975822
Sierra Leone,SLE,2011,0.20667371,4.4206114,3.6285887,0.53835315,0.08091493
Sierra Leone,SLE,2012,0.20700058,4.4172144,3.6347582,0.5383466,0.08252632
Sierra Leone,SLE,2013,0.20736434,4.4145293,3.642446,0.5383403,0.08387902
Sierra Leone,SLE,2014,0.20767938,4.41009,3.650083,0.53833413,0.08506771
Sierra Leone,SLE,2015,0.20786299,4.4049,3.6559048,0.53832996,0.08594697
Sierra Leone,SLE,2016,0.20787953,4.401088,3.6671956,0.53832525,0.08668121
Sierra Leone,SLE,2017,0.20786215,4.3985505,3.6765845,0.53832054,0.08682065
Sierra Leone,SLE,2018,0.20792463,4.397339,3.6738265,0.53831583,0.08681842
Sierra Leone,SLE,2019,0.20804136,4.392157,3.6633224,0.53831226,0.08656057
Singapore,SGP,1990,0.30697882,2.845314,2.7740934,0.70748,0.31957847
Singapore,SGP,1991,0.30835968,2.832694,2.7724035,0.70729685,0.32396132
Singapore,SGP,1992,0.30954802,2.8180907,2.7735167,0.70717955,0.32933185
Singapore,SGP,1993,0.3106092,2.802814,2.7740533,0.70700556,0.33435336
Singapore,SGP,1994,0.31149304,2.783255,2.772838,0.70681405,0.33807707
Singapore,SGP,1995,0.3120441,2.764544,2.7717888,0.706671,0.34237048
Singapore,SGP,1996,0.31276503,2.737338,2.7657323,0.7061575,0.3450578
Singapore,SGP,1997,0.3132709,2.7136137,2.7652113,0.7058528,0.34847805
Singapore,SGP,1998,0.31372702,2.6839213,2.7646332,0.70556355,0.3521291
Singapore,SGP,1999,0.31356153,2.6579828,2.7729456,0.7058804,0.35722956
Singapore,SGP,2000,0.3136643,2.6220262,2.7748604,0.70583045,0.3611897
Singapore,SGP,2001,0.31395847,2.5498486,2.775783,0.70715576,0.3642933
Singapore,SGP,2002,0.31418592,2.4294057,2.781132,0.7107879,0.36780906
Singapore,SGP,2003,0.31423664,2.2970865,2.7892072,0.71533144,0.3721646
Singapore,SGP,2004,0.31457818,2.1752803,2.7908938,0.71886766,0.37586904
Singapore,SGP,2005,0.3150185,2.102099,2.7887921,0.7201153,0.37948942
Singapore,SGP,2006,0.31564757,2.0655632,2.7798078,0.71964407,0.38361543
Singapore,SGP,2007,0.31648988,2.0343976,2.7625926,0.71903616,0.3879345
Singapore,SGP,2008,0.31743485,2.0079503,2.7403893,0.71835554,0.39134055
Singapore,SGP,2009,0.31786546,1.9930092,2.7273026,0.7181183,0.39704093
Singapore,SGP,2010,0.318007,1.9849573,2.720861,0.71806157,0.4021088
Singapore,SGP,2011,0.31788614,1.9787933,2.7188978,0.7181219,0.40891522
Singapore,SGP,2012,0.31777892,1.9686414,2.7139595,0.71808857,0.4146344
Singapore,SGP,2013,0.3177358,1.9567744,2.7072175,0.7179858,0.42006242
Singapore,SGP,2014,0.31765857,1.9477776,2.7022684,0.71795315,0.42510414
Singapore,SGP,2015,0.31742936,1.9435817,2.7010484,0.71811366,0.4304964
Singapore,SGP,2016,0.31662214,1.9546286,2.6995094,0.7184167,0.43828207
Singapore,SGP,2017,0.31562033,1.966585,2.7036145,0.71907353,0.44648263
Singapore,SGP,2018,0.31651697,1.980659,2.7074525,0.71953475,0.45098594
Singapore,SGP,2019,0.3191951,2.0081315,2.7080863,0.7197487,0.453674
Slovakia,SVK,1990,0.2887255,2.9265432,3.4548378,0.54316795,0.14707577
Slovakia,SVK,1991,0.28833556,2.926137,3.4567719,0.5431874,0.14494403
Slovakia,SVK,1992,0.2880517,2.9223967,3.4586635,0.5432015,0.14351402
Slovakia,SVK,1993,0.2878708,2.919811,3.4603515,0.5432103,0.14205824
Slovakia,SVK,1994,0.2877899,2.9156985,3.461601,0.54321116,0.14122628
Slovakia,SVK,1995,0.28780612,2.9127612,3.4624782,0.5432053,0.14076175
Slovakia,SVK,1996,0.2880282,2.90875,3.4639943,0.5431936,0.1409816
Slovakia,SVK,1997,0.2884739,2.9024482,3.4664793,0.5431766,0.14166246
Slovakia,SVK,1998,0.289003,2.8958678,3.4692652,0.5431605,0.14222874
Slovakia,SVK,1999,0.28947645,2.8871415,3.4715078,0.54314476,0.14258887
Slovakia,SVK,2000,0.28975654,2.877292,3.4723582,0.5431237,0.14348006
Slovakia,SVK,2001,0.28984782,2.8680182,3.471976,0.5430953,0.14446281
Slovakia,SVK,2002,0.28988153,2.859049,3.4711547,0.54306203,0.14591862
Slovakia,SVK,2003,0.28990924,2.8473759,3.4701512,0.54302776,0.14741059
Slovakia,SVK,2004,0.28998363,2.8349662,3.4689987,0.54298854,0.14925972
Slovakia,SVK,2005,0.29015675,2.822717,3.4679728,0.54294574,0.15122125
Slovakia,SVK,2006,0.29061568,2.8081121,3.4669056,0.5429009,0.15345936
Slovakia,SVK,2007,0.2913802,2.7911031,3.4654307,0.5428536,0.1560524
Slovakia,SVK,2008,0.2922494,2.773399,3.463822,0.542808,0.15914044
Slovakia,SVK,2009,0.2930242,2.7572942,3.4621809,0.5427626,0.1620102
Slovakia,SVK,2010,0.29350546,2.742725,3.4605832,0.54271483,0.16429439
Slovakia,SVK,2011,0.29375234,2.7322502,3.457906,0.5426656,0.16675645
Slovakia,SVK,2012,0.293966,2.7200491,3.4534981,0.54261553,0.16867748
Slovakia,SVK,2013,0.2941598,2.7100556,3.4483354,0.54256624,0.17076997
Slovakia,SVK,2014,0.29434726,2.702602,3.4433794,0.542519,0.17259449
Slovakia,SVK,2015,0.29454166,2.6960647,3.4395785,0.5424747,0.17460677
Slovakia,SVK,2016,0.29527995,2.6932156,3.4296978,0.54242957,0.17710134
Slovakia,SVK,2017,0.29598767,2.6921725,3.4204469,0.5423847,0.17899124
Slovakia,SVK,2018,0.29599878,2.692408,3.4206145,0.5423434,0.1810499
Slovakia,SVK,2019,0.29567876,2.695262,3.4256656,0.54230446,0.18270175
Slovenia,SVN,1990,0.29433712,3.779249,3.4201221,0.5483297,0.16267575
Slovenia,SVN,1991,0.29439417,3.7824721,3.4192302,0.548297,0.16037928
Slovenia,SVN,1992,0.29448265,3.7806234,3.4184716,0.5482557,0.15878937
Slovenia,SVN,1993,0.2945902,3.7749689,3.4174907,0.5482015,0.15717413
Slovenia,SVN,1994,0.294704,3.7670622,3.4165697,0.5481454,0.15608084
Slovenia,SVN,1995,0.29481214,3.7597392,3.4157934,0.5480902,0.15564717
Slovenia,SVN,1996,0.29497465,3.743182,3.415419,0.5480421,0.1558942
Slovenia,SVN,1997,0.29523066,3.7157915,3.415553,0.54798603,0.15651421
Slovenia,SVN,1998,0.2955267,3.6781166,3.4156392,0.54792005,0.15723932
Slovenia,SVN,1999,0.29580837,3.6407268,3.4154978,0.5478539,0.15830022
Slovenia,SVN,2000,0.29602134,3.609061,3.4148707,0.54778534,0.15960872
Slovenia,SVN,2001,0.2962314,3.5811453,3.4146807,0.5477201,0.16065343
Slovenia,SVN,2002,0.29651693,3.5528603,3.4154725,0.5476495,0.16242416
Slovenia,SVN,2003,0.29683208,3.5234346,3.4163406,0.5475685,0.1646438
Slovenia,SVN,2004,0.29712954,3.4906077,3.4166489,0.5474863,0.16660479
Slovenia,SVN,2005,0.29736274,3.458315,3.4155588,0.5473989,0.16811678
Slovenia,SVN,2006,0.29760498,3.4168038,3.412923,0.54731697,0.16993526
Slovenia,SVN,2007,0.2979254,3.365157,3.4092996,0.5472392,0.17160432
Slovenia,SVN,2008,0.298263,3.3104546,3.4051182,0.5471558,0.17345054
Slovenia,SVN,2009,0.29855317,3.2616494,3.4013062,0.54708517,0.17497812
Slovenia,SVN,2010,0.29873276,3.2262132,3.3985589,0.54702723,0.17599195
Slovenia,SVN,2011,0.29887468,3.198042,3.396629,0.5469755,0.17654982
Slovenia,SVN,2012,0.2990663,3.170064,3.3948138,0.5469312,0.17746557
Slovenia,SVN,2013,0.29926476,3.1455755,3.3929334,0.5468908,0.17795832
Slovenia,SVN,2014,0.2994261,3.1279106,3.3910072,0.5468587,0.17820108
Slovenia,SVN,2015,0.29950804,3.1176937,3.3889303,0.54683584,0.17944098
Slovenia,SVN,2016,0.29934824,3.1237047,3.3792083,0.54681283,0.18036084
Slovenia,SVN,2017,0.29917935,3.1313162,3.3704271,0.54679406,0.18203017
Slovenia,SVN,2018,0.29926845,3.1262515,3.3750324,0.5467767,0.18319431
Slovenia,SVN,2019,0.2995073,3.1152232,3.3891728,0.5467665,0.1849328
Solomon Islands,SLB,1990,0.25653237,3.0817962,3.8883524,0.25514415,0.06556662
Solomon Islands,SLB,1991,0.2575276,3.0805588,3.8906646,0.25513145,0.06571428
Solomon Islands,SLB,1992,0.25829968,3.0803835,3.8938315,0.255119,0.06629944
Solomon Islands,SLB,1993,0.25884992,3.0792093,3.8974164,0.25510648,0.06658494
Solomon Islands,SLB,1994,0.25917616,3.0770593,3.9011598,0.25509372,0.06675006
Solomon Islands,SLB,1995,0.259278,3.075001,3.9046912,0.25508067,0.0667948
Solomon Islands,SLB,1996,0.25895596,3.072885,3.9105084,0.25506696,0.06692972
Solomon Islands,SLB,1997,0.25819284,3.0682685,3.919952,0.2550522,0.06679232
Solomon Islands,SLB,1998,0.25726742,3.0624068,3.930292,0.2550367,0.06692728
Solomon Islands,SLB,1999,0.25645697,3.0562432,3.9389043,0.2550208,0.066897646
Solomon Islands,SLB,2000,0.2560384,3.0514803,3.9430888,0.2550053,0.06678674
Solomon Islands,SLB,2001,0.25591993,3.0473907,3.9400828,0.25499415,0.06639716
Solomon Islands,SLB,2002,0.2558203,3.0422046,3.9316607,0.25497952,0.06547151
Solomon Islands,SLB,2003,0.25573257,3.036344,3.9215562,0.2549639,0.064350344
Solomon Islands,SLB,2004,0.25565046,3.0312743,3.9135845,0.25494802,0.06346546
Solomon Islands,SLB,2005,0.25556937,3.0275679,3.9115083,0.25493413,0.063161135
Solomon Islands,SLB,2006,0.25541872,3.0239773,3.9177668,0.2549288,0.06332504
Solomon Islands,SLB,2007,0.2551782,3.0179956,3.930186,0.25491965,0.063308574
Solomon Islands,SLB,2008,0.25491458,3.013383,3.945391,0.25490937,0.06350387
Solomon Islands,SLB,2009,0.254694,3.008056,3.9600418,0.2548984,0.06338551
Solomon Islands,SLB,2010,0.2545809,3.0051765,3.9707766,0.25488868,0.06383056
Solomon Islands,SLB,2011,0.25462756,3.0038598,3.9801195,0.25488555,0.06424456
Solomon Islands,SLB,2012,0.2547996,3.00334,3.991609,0.2548802,0.06472914
Solomon Islands,SLB,2013,0.25502494,3.0026934,4.0031896,0.25487405,0.06566637
Solomon Islands,SLB,2014,0.2552339,3.0017138,4.012813,0.25486723,0.06630221
Solomon Islands,SLB,2015,0.25535864,3.0018363,4.018382,0.25486073,0.066945925
Solomon Islands,SLB,2016,0.25607684,2.9994853,4.0123305,0.25485766,0.0678326
Solomon Islands,SLB,2017,0.25672227,2.9963453,4.0058246,0.25485384,0.06884851
Solomon Islands,SLB,2018,0.25632688,2.9986305,4.0126333,0.25484994,0.069027044
Solomon Islands,SLB,2019,0.25524026,3.0039446,4.0285625,0.2548458,0.0693035
Somalia,SOM,1990,0.19224207,4.8742127,3.3330522,0.5811455,0.052337904
Somalia,SOM,1991,0.1920428,4.8799467,3.33604,0.5811616,0.051799282
Somalia,SOM,1992,0.19184203,4.8796268,3.3358493,0.58115745,0.05120663
Somalia,SOM,1993,0.19163556,4.8801503,3.335628,0.58115584,0.050622642
Somalia,SOM,1994,0.19144133,4.879301,3.3354948,0.5811556,0.05001359
Somalia,SOM,1995,0.19127809,4.8805842,3.3354616,0.58115506,0.049350746
Somalia,SOM,1996,0.19103168,4.8835077,3.3350968,0.5811554,0.04859227
Somalia,SOM,1997,0.19065043,4.8808146,3.3336434,0.5811538,0.04771085
Somalia,SOM,1998,0.19023815,4.8806295,3.3317585,0.5811515,0.047142968
Somalia,SOM,1999,0.1898959,4.881369,3.330426,0.5811519,0.046308372
Somalia,SOM,2000,0.18972783,4.8800006,3.3301518,0.581154,0.04600569
Somalia,SOM,2001,0.18973069,4.88069,3.3308654,0.58115536,0.04568133
Somalia,SOM,2002,0.18980312,4.8796983,3.332052,0.5811557,0.045296587
Somalia,SOM,2003,0.18990181,4.8799877,3.333403,0.5811564,0.045280933
Somalia,SOM,2004,0.18998294,4.8802385,3.334597,0.58115876,0.04506631
Somalia,SOM,2005,0.19000426,4.877953,3.3350432,0.58116233,0.044993833
Somalia,SOM,2006,0.18986504,4.8722057,3.3323102,0.581166,0.044844713
Somalia,SOM,2007,0.18955949,4.8572083,3.3260207,0.5811712,0.04495019
Somalia,SOM,2008,0.18919052,4.8394966,3.318294,0.5811771,0.04495888
Somalia,SOM,2009,0.18885954,4.827308,3.311578,0.5811852,0.045059144
Somalia,SOM,2010,0.18867041,4.82116,3.3081534,0.58119565,0.04497196
Somalia,SOM,2011,0.18859686,4.8258295,3.304986,0.581202,0.044780303
Somalia,SOM,2012,0.18853909,4.8294444,3.2991533,0.58120376,0.045058154
Somalia,SOM,2013,0.1884944,4.836973,3.2925484,0.58120495,0.04517282
Somalia,SOM,2014,0.1884628,4.841509,3.2866974,0.58120584,0.04524795
Somalia,SOM,2015,0.18844575,4.8432784,3.2828972,0.5812053,0.045267213
Somalia,SOM,2016,0.1884501,4.8463817,3.2818964,0.5812047,0.04552547
Somalia,SOM,2017,0.18845762,4.8480835,3.2814424,0.58120525,0.04569091
Somalia,SOM,2018,0.18844457,4.8465858,3.2784734,0.58120674,0.045659933
Somalia,SOM,2019,0.18841599,4.84665,3.2728631,0.5812081,0.045336246
South Africa,ZAF,1990,0.2227212,4.277712,3.7751315,0.55665237,0.153319
South Africa,ZAF,1991,0.22250457,4.2322583,3.7750154,0.5566618,0.15193544
South Africa,ZAF,1992,0.2223153,4.1900816,3.776015,0.55666876,0.1509129
South Africa,ZAF,1993,0.22216369,4.1541343,3.777796,0.5566754,0.1498963
South Africa,ZAF,1994,0.22205777,4.1268163,3.780073,0.55668175,0.1491842
South Africa,ZAF,1995,0.22200315,4.1116304,3.7827303,0.5566891,0.14867586
South Africa,ZAF,1996,0.22198449,4.1029973,3.7944856,0.55670166,0.14828362
South Africa,ZAF,1997,0.22198091,4.095846,3.8181856,0.556715,0.1479961
South Africa,ZAF,1998,0.22199541,4.0890923,3.8458629,0.55673045,0.14759003
South Africa,ZAF,1999,0.22202985,4.082544,3.8692262,0.5567469,0.14767402
South Africa,ZAF,2000,0.22208366,4.075087,3.8799691,0.55676305,0.14771979
South Africa,ZAF,2001,0.22224027,4.061786,3.881269,0.5567828,0.14813979
South Africa,ZAF,2002,0.22253159,4.0399656,3.8812897,0.5568033,0.14888237
South Africa,ZAF,2003,0.22288378,4.0166864,3.8802397,0.55682474,0.14989169
South Africa,ZAF,2004,0.2232228,3.999079,3.8782837,0.5568469,0.15104002
South Africa,ZAF,2005,0.22347493,3.994201,3.875625,0.5568689,0.15176381
South Africa,ZAF,2006,0.22375676,4.0052514,3.8645263,0.5568922,0.15276815
South Africa,ZAF,2007,0.22416326,4.0291123,3.842222,0.55691427,0.1538951
South Africa,ZAF,2008,0.22459619,4.057042,3.8166,0.55693334,0.15509464
South Africa,ZAF,2009,0.2249563,4.086276,3.795438,0.5569492,0.15628581
South Africa,ZAF,2010,0.22514494,4.108706,3.786362,0.556962,0.15735991
South Africa,ZAF,2011,0.22514525,4.129126,3.7870722,0.5569722,0.15858875
South Africa,ZAF,2012,0.22504047,4.1539626,3.7895062,0.5569795,0.15985069
South Africa,ZAF,2013,0.22489165,4.180546,3.7926724,0.556984,0.16111644
South Africa,ZAF,2014,0.22476043,4.2062464,3.7955866,0.5569868,0.162355
South Africa,ZAF,2015,0.22470798,4.2300396,3.7973688,0.55698884,0.1632405
South Africa,ZAF,2016,0.22484522,4.2943344,3.8023183,0.55699044,0.16450869
South Africa,ZAF,2017,0.22499675,4.3467665,3.8060372,0.5569926,0.16544971
South Africa,ZAF,2018,0.2249654,4.3358927,3.799989,0.55699354,0.165294
South Africa,ZAF,2019,0.22481367,4.298678,3.786144,0.5569932,0.16455814
South Korea,KOR,1990,0.292689,1.9650272,3.238053,0.48940578,0.23723678
South Korea,KOR,1991,0.2936218,1.9477364,3.236293,0.48938504,0.24180745
South Korea,KOR,1992,0.29448867,1.9345614,3.2363312,0.48937234,0.24619076
South Korea,KOR,1993,0.2952412,1.9243889,3.2377481,0.4893701,0.25055966
South Korea,KOR,1994,0.2958188,1.9160974,3.240185,0.48936915,0.2551261
South Korea,KOR,1995,0.2961554,1.9132,3.2434456,0.48938024,0.25874335
South Korea,KOR,1996,0.2963801,1.9135857,3.2749493,0.48939532,0.26277554
South Korea,KOR,1997,0.29663342,1.9179922,3.344402,0.48941574,0.2674881
South Korea,KOR,1998,0.2968859,1.9248674,3.4247732,0.48944816,0.27081716
South Korea,KOR,1999,0.29710898,1.9317307,3.4889643,0.48946726,0.27534005
South Korea,KOR,2000,0.297258,1.9375029,3.5103843,0.48949036,0.27875003
South Korea,KOR,2001,0.297386,1.9433454,3.475708,0.4906989,0.28260806
South Korea,KOR,2002,0.2975477,1.9511049,3.406075,0.4935542,0.2863687
South Korea,KOR,2003,0.29771614,1.9589672,3.32659,0.49697417,0.2898731
South Korea,KOR,2004,0.29787132,1.9647453,3.2617216,0.49983618,0.29323253
South Korea,KOR,2005,0.2979833,1.9686481,3.2362666,0.50104624,0.29647627
South Korea,KOR,2006,0.29815632,1.9788059,3.2484915,0.5010596,0.30023378
South Korea,KOR,2007,0.2984598,2.001345,3.275684,0.50108266,0.30295807
South Korea,KOR,2008,0.2988178,2.0307343,3.311071,0.5010987,0.30619997
