Entity,Code,Year,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Depressive disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Schizophrenia,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Bipolar disorder,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Eating disorders,DALYs (rate) - Sex: Both - Age: Age-standardized - Cause: Anxiety disorders
Sudan,SDN,1997,814.3701,147.58234,158.30806,24.983032,446.5671
Sudan,SDN,1998,816.2644,147.80154,158.18307,25.11375,446.40985
Sudan,SDN,1999,818.0708,148.10794,158.23036,25.187294,446.42752
Sudan,SDN,2000,818.1258,147.932,158.16202,25.393341,446.18033
Sudan,SDN,2001,817.1801,147.80803,158.19661,25.608782,446.67062
Sudan,SDN,2002,814.6769,147.9316,158.2822,25.8674,446.9515
Sudan,SDN,2003,811.66174,148.03465,158.25204,26.165209,447.58817
Sudan,SDN,2004,808.47095,148.12508,158.19324,26.591545,447.7348
Sudan,SDN,2005,806.2666,148.16609,158.39738,26.934488,448.27502
Sudan,SDN,2006,804.69525,148.13235,158.23769,27.243206,447.8236
Sudan,SDN,2007,802.4986,147.98949,158.03363,27.604221,447.87503
Sudan,SDN,2008,801.699,147.97064,158.19511,28.03473,447.52603
Sudan,SDN,2009,799.8486,148.00044,158.40134,28.40338,447.6143
Sudan,SDN,2010,798.4684,147.92357,158.08746,28.74254,447.5811
Sudan,SDN,2011,797.0869,147.68648,158.18454,29.097809,448.55988
Sudan,SDN,2012,795.5967,148.1104,158.19083,29.32966,449.84158
Sudan,SDN,2013,793.4362,148.2326,158.16724,29.6145,451.67462
Sudan,SDN,2014,791.70215,148.07057,158.2497,29.93122,452.32144
Sudan,SDN,2015,791.4606,148.33209,157.94502,30.233345,453.5548
Sudan,SDN,2016,790.7108,148.48837,158.11798,30.521631,452.57495
Sudan,SDN,2017,790.36646,148.63225,158.11047,30.668806,451.77847
Sudan,SDN,2018,792.8465,148.83505,158.05788,30.836714,452.7564
Sudan,SDN,2019,797.85693,149.08105,157.95877,30.938637,455.18668
Suriname,SUR,1990,827.33344,173.8391,193.84851,41.476322,392.0602
Suriname,SUR,1991,828.06354,173.47488,193.92088,41.132442,391.4045
Suriname,SUR,1992,829.2375,173.13023,193.6519,40.801826,390.6316
Suriname,SUR,1993,830.9127,173.42644,193.76166,40.515438,390.16537
Suriname,SUR,1994,832.6306,173.3063,193.6101,40.283207,390.08087
Suriname,SUR,1995,834.5802,173.05423,193.93626,40.20121,389.58728
Suriname,SUR,1996,837.3227,172.8312,193.85283,40.155888,389.31772
Suriname,SUR,1997,842.1171,173.06805,193.56609,40.105057,389.01688
Suriname,SUR,1998,847.7524,172.86423,193.61638,40.08299,388.88068
Suriname,SUR,1999,853.3039,172.71793,193.60007,40.046246,388.5847
Suriname,SUR,2000,858.11316,172.60521,193.69566,40.142006,388.43066
Suriname,SUR,2001,862.7893,172.79395,193.4953,40.251247,388.60382
Suriname,SUR,2002,869.0585,172.76163,193.6119,40.621593,388.44797
Suriname,SUR,2003,874.763,173.03697,193.35292,41.100616,388.6799
Suriname,SUR,2004,879.5742,173.29092,193.215,41.646717,388.77222
Suriname,SUR,2005,882.2865,173.66278,193.32614,42.146763,388.959
Suriname,SUR,2006,882.8408,173.77443,193.62997,42.688488,389.04144
Suriname,SUR,2007,882.3295,173.99442,193.48938,43.32688,389.23517
Suriname,SUR,2008,881.38965,174.10645,193.38998,44.140007,389.68076
Suriname,SUR,2009,880.5335,174.40472,193.31609,44.86127,389.85257
Suriname,SUR,2010,880.14716,174.29146,193.45807,45.424786,390.2925
Suriname,SUR,2011,879.237,174.4009,193.34294,45.97496,390.531
Suriname,SUR,2012,878.66534,174.78427,193.55511,46.524036,391.77933
Suriname,SUR,2013,878.10736,174.88116,193.52718,46.982803,392.434
Suriname,SUR,2014,877.61053,175.07697,193.32283,47.364143,393.61743
Suriname,SUR,2015,877.60034,175.23965,193.1099,47.759727,394.10318
Suriname,SUR,2016,878.74023,175.28282,193.06221,48.125034,393.65668
Suriname,SUR,2017,878.7845,175.30191,193.24321,48.32131,392.95163
Suriname,SUR,2018,876.09705,175.51804,193.09387,48.403286,393.14722
Suriname,SUR,2019,869.92535,175.65927,193.14304,48.232838,393.7075
Sweden,SWE,1990,744.3421,180.02074,208.53577,88.0315,452.8931
Sweden,SWE,1991,750.17676,180.0216,208.52438,88.00043,453.4326
Sweden,SWE,1992,754.81525,179.93527,208.60936,87.967476,453.96738
Sweden,SWE,1993,758.1871,179.7366,208.67538,87.911385,454.53656
Sweden,SWE,1994,760.3088,179.73323,208.71938,87.82059,454.81378
Sweden,SWE,1995,761.25006,179.8789,208.73705,87.84561,455.14777
Sweden,SWE,1996,759.621,179.60329,208.66801,88.21934,455.4673
Sweden,SWE,1997,755.9474,179.5672,208.7673,89.15954,455.47687
Sweden,SWE,1998,751.8901,179.71889,208.79097,90.39267,455.99457
Sweden,SWE,1999,748.2014,179.49907,209.0374,91.78919,456.32703
Sweden,SWE,2000,746.41205,179.39328,209.00908,92.91513,456.58057
Sweden,SWE,2001,746.5624,179.392,209.02573,93.72614,456.94852
Sweden,SWE,2002,747.1395,179.56984,209.3601,94.81472,457.09973
Sweden,SWE,2003,747.9068,179.44218,209.99179,95.84774,457.74707
Sweden,SWE,2004,749.1285,179.36746,210.12749,96.933,458.41714
Sweden,SWE,2005,749.7045,179.40724,210.50087,97.656105,458.4992
Sweden,SWE,2006,750.79126,179.40416,210.37341,98.40371,458.18604
Sweden,SWE,2007,752.3135,179.26541,210.24329,99.026955,457.33084
Sweden,SWE,2008,753.98987,178.983,210.36554,99.61905,456.5345
Sweden,SWE,2009,755.2665,178.84323,210.14897,100.205696,455.64337
Sweden,SWE,2010,754.9814,178.76578,210.03973,100.90939,455.49634
Sweden,SWE,2011,751.94165,178.54256,210.28049,101.74169,456.41953
Sweden,SWE,2012,746.03156,178.45323,210.17917,102.763855,458.12442
Sweden,SWE,2013,739.038,178.44449,210.19,103.79058,459.98776
Sweden,SWE,2014,732.5884,178.36072,210.15535,104.72545,461.67746
Sweden,SWE,2015,729.3799,178.26984,210.14442,105.611275,462.63724
Sweden,SWE,2016,728.7933,175.68257,209.96437,107.144394,461.99075
Sweden,SWE,2017,729.3089,173.10121,209.93098,108.56158,460.98917
Sweden,SWE,2018,729.00116,172.56435,209.92796,109.10064,460.37994
Sweden,SWE,2019,728.2468,172.25583,209.96623,109.52554,459.72815
Switzerland,CHE,1990,780.50476,178.34482,199.24516,99.29526,614.61835
Switzerland,CHE,1991,776.8522,178.19742,199.52565,100.00168,615.3481
Switzerland,CHE,1992,772.8437,177.91698,199.38692,100.812294,616.63043
Switzerland,CHE,1993,768.83484,177.91246,199.40039,101.66728,617.22974
Switzerland,CHE,1994,764.66455,177.39116,199.45381,102.55766,617.8345
Switzerland,CHE,1995,759.91534,177.4515,199.60756,103.2767,618.2391
Switzerland,CHE,1996,755.5725,177.19768,199.69666,103.813515,618.46497
Switzerland,CHE,1997,750.2357,177.20134,199.64737,104.28679,619.3167
Switzerland,CHE,1998,744.10187,176.9101,199.7218,104.880356,619.62415
Switzerland,CHE,1999,736.64905,176.79224,199.6663,105.41956,620.14404
Switzerland,CHE,2000,726.8851,176.77277,199.74097,105.921936,620.2973
Switzerland,CHE,2001,699.7781,176.74582,200.1093,105.531654,620.8648
Switzerland,CHE,2002,650.93427,177.06099,200.64503,105.0161,620.8942
Switzerland,CHE,2003,596.26654,177.00197,201.33476,104.27143,621.39136
Switzerland,CHE,2004,551.5563,177.19139,201.86557,103.47019,621.33356
Switzerland,CHE,2005,532.953,177.13794,202.15762,103.26188,621.88055
Switzerland,CHE,2006,544.72284,177.22449,202.01471,103.76338,625.9238
Switzerland,CHE,2007,572.1217,177.24152,201.9977,104.32457,634.2218
Switzerland,CHE,2008,605.3332,177.44449,201.94937,105.46787,644.10724
Switzerland,CHE,2009,633.07043,177.49467,202.01364,106.20272,652.2768
Switzerland,CHE,2010,644.4579,177.66353,202.14267,106.84635,655.6085
Switzerland,CHE,2011,643.44415,177.75859,202.10446,107.16876,655.5277
Switzerland,CHE,2012,640.498,177.76555,202.04001,107.28196,655.376
Switzerland,CHE,2013,636.61786,177.85944,202.03767,107.12569,655.05383
Switzerland,CHE,2014,633.6746,178.02457,202.11707,107.299644,654.4814
Switzerland,CHE,2015,632.18097,177.87431,202.02997,106.80404,653.51807
Switzerland,CHE,2016,633.38196,178.23308,201.98734,106.80662,651.6405
Switzerland,CHE,2017,634.8335,178.39699,202.11995,106.57531,649.4846
Switzerland,CHE,2018,635.2957,178.20752,202.1513,106.66959,649.7173
Switzerland,CHE,2019,635.3109,178.6776,202.4897,107.11581,650.5403
Syria,SYR,1990,733.5463,157.7231,166.16902,30.93266,504.8922
Syria,SYR,1991,729.9705,157.88705,166.18669,31.051321,505.8451
Syria,SYR,1992,726.2238,157.8139,166.24123,31.177635,506.71503
Syria,SYR,1993,723.2291,158.18799,166.32408,31.247858,507.2734
Syria,SYR,1994,720.5922,158.2462,166.39,31.379896,507.78326
Syria,SYR,1995,718.83685,158.36592,166.22253,31.434013,508.30615
Syria,SYR,1996,717.12756,158.41226,166.3384,31.469404,508.19235
Syria,SYR,1997,715.0366,158.31909,166.35805,31.613354,508.1018
Syria,SYR,1998,713.61694,158.4009,166.6324,31.613152,508.2966
Syria,SYR,1999,712.24493,158.90451,166.43121,31.749578,508.7957
Syria,SYR,2000,711.79913,158.79567,166.47649,31.86239,508.81406
Syria,SYR,2001,710.5924,158.82166,166.30818,31.938116,508.98065
Syria,SYR,2002,710.2505,158.48538,166.50165,32.16709,509.52118
Syria,SYR,2003,709.87744,158.11838,166.38672,32.53503,510.21976
Syria,SYR,2004,709.38586,158.0405,166.43388,32.86979,510.77795
Syria,SYR,2005,707.9063,158.11537,166.307,33.1317,510.95123
Syria,SYR,2006,705.3446,158.05357,166.18881,33.45848,511.4212
Syria,SYR,2007,701.92975,158.39644,166.37491,33.971184,512.28613
Syria,SYR,2008,697.50934,158.36511,166.29147,34.5091,513.77356
Syria,SYR,2009,694.3367,158.23857,166.32086,34.93711,515.32806
Syria,SYR,2010,693.33575,158.24065,166.48398,35.129295,516.3957
Syria,SYR,2011,695.48596,158.07347,166.61264,35.1119,519.3464
Syria,SYR,2012,700.0122,157.57141,166.68814,35.262314,524.1073
Syria,SYR,2013,704.4169,157.24861,167.00119,35.312325,528.7525
Syria,SYR,2014,708.30927,156.63197,167.12059,35.198467,532.3545
Syria,SYR,2015,710.2851,156.38016,167.02748,35.08598,534.1944
Syria,SYR,2016,710.0606,155.23933,166.74367,34.70363,533.9363
Syria,SYR,2017,709.2842,154.85023,166.57516,34.24782,532.95197
Syria,SYR,2018,716.60785,154.45267,166.4201,33.82926,533.5309
Syria,SYR,2019,731.2494,154.36089,166.255,33.455532,535.5609
Taiwan,TWN,1990,358.37204,191.86945,42.204926,26.481993,379.12167
Taiwan,TWN,1991,358.7028,191.84694,42.166317,26.987394,372.96277
Taiwan,TWN,1992,359.55835,192.77397,42.042847,27.488548,367.4677
Taiwan,TWN,1993,360.1616,192.54265,42.119324,28.095291,363.1504
Taiwan,TWN,1994,360.69247,192.77098,42.1785,28.559431,360.4731
Taiwan,TWN,1995,361.50815,192.69907,42.150963,28.969755,359.2764
Taiwan,TWN,1996,362.56326,192.7358,42.166245,29.486097,359.5315
Taiwan,TWN,1997,364.04688,192.73866,42.086704,29.811266,360.3858
Taiwan,TWN,1998,366.26978,192.6781,42.26064,30.147205,361.45776
Taiwan,TWN,1999,368.2473,192.5739,42.18195,30.567617,362.53253
Taiwan,TWN,2000,370.04034,192.59488,42.180595,30.983051,362.98972
Taiwan,TWN,2001,371.95398,193.20813,42.144947,31.347569,362.0156
Taiwan,TWN,2002,374.38306,194.5273,42.13503,31.713417,360.05908
Taiwan,TWN,2003,376.89072,195.79576,42.09155,32.065556,357.50424
Taiwan,TWN,2004,379.0739,196.8198,42.28913,32.37612,355.86505
Taiwan,TWN,2005,380.25873,197.35373,42.17198,32.62187,354.7517
Taiwan,TWN,2006,380.7752,197.11174,42.173088,32.8972,354.79434
Taiwan,TWN,2007,380.68167,196.56465,42.16837,33.189457,354.04916
Taiwan,TWN,2008,379.98843,195.5702,42.07638,33.419346,353.92276
Taiwan,TWN,2009,379.46976,194.76932,42.11689,33.717113,353.92004
Taiwan,TWN,2010,379.83832,195.04665,42.149673,33.992874,353.62195
Taiwan,TWN,2011,380.37775,195.54819,42.205776,34.325363,354.0571
Taiwan,TWN,2012,381.40475,197.73502,42.11322,34.758556,354.69608
Taiwan,TWN,2013,382.2713,200.01752,42.145447,35.131218,355.30453
Taiwan,TWN,2014,383.02658,202.5883,42.1229,35.5416,355.79245
Taiwan,TWN,2015,383.18723,204.03693,42.17261,35.923473,355.7599
Taiwan,TWN,2016,382.04163,205.31715,42.17166,36.33842,352.7596
Taiwan,TWN,2017,380.48743,206.20328,42.221603,36.73101,349.8154
Taiwan,TWN,2018,379.2229,205.36955,42.21676,37.124275,351.06586
Taiwan,TWN,2019,378.7589,204.4044,42.222954,37.444847,354.692
Tajikistan,TJK,1990,498.94666,174.09521,112.102646,22.234016,227.8922
Tajikistan,TJK,1991,496.32242,173.7243,112.140945,21.63287,227.7953
Tajikistan,TJK,1992,493.6722,173.43053,112.25538,21.028444,227.81064
Tajikistan,TJK,1993,490.6011,172.75397,112.24987,20.359488,227.77655
Tajikistan,TJK,1994,487.47745,172.08633,112.09138,19.710052,227.56175
Tajikistan,TJK,1995,484.40472,171.56003,112.10694,19.01639,227.82968
Tajikistan,TJK,1996,481.44843,170.79889,112.17038,18.28571,227.8601
Tajikistan,TJK,1997,477.56836,170.14017,112.150215,17.439505,227.66443
Tajikistan,TJK,1998,473.6441,169.53249,112.096886,16.611921,227.65935
Tajikistan,TJK,1999,470.03687,168.67664,112.05557,15.982239,227.5432
Tajikistan,TJK,2000,467.50784,168.23207,112.04826,15.742939,227.32527
Tajikistan,TJK,2001,465.71304,168.49391,111.99304,15.739892,227.24348
Tajikistan,TJK,2002,464.47754,168.45523,112.001625,15.7743435,227.22896
Tajikistan,TJK,2003,463.28793,168.49771,112.109146,15.936564,227.36612
Tajikistan,TJK,2004,462.46402,168.56181,112.11745,15.975247,227.15837
Tajikistan,TJK,2005,461.23895,168.63042,112.26278,16.120743,227.45042
Tajikistan,TJK,2006,459.0972,168.84811,112.28303,16.223654,227.54741
Tajikistan,TJK,2007,456.01855,168.90761,112.249,16.496376,227.58092
Tajikistan,TJK,2008,452.50092,168.92592,112.291016,16.719332,227.8459
Tajikistan,TJK,2009,449.77072,169.3143,112.20878,16.983644,227.88393
Tajikistan,TJK,2010,448.42953,169.19354,112.22066,17.254976,228.06624
Tajikistan,TJK,2011,448.9708,169.09995,112.20273,17.472094,228.33875
Tajikistan,TJK,2012,450.0816,169.53438,112.14898,17.795816,228.81029
Tajikistan,TJK,2013,451.3524,170.02147,112.24279,18.077732,229.47025
Tajikistan,TJK,2014,452.75244,170.06577,112.15832,18.308067,230.07004
Tajikistan,TJK,2015,453.51035,170.08867,112.12958,18.532204,230.2511
Tajikistan,TJK,2016,453.7829,170.37148,112.0848,18.831535,230.65117
Tajikistan,TJK,2017,454.45786,170.76456,112.15174,19.035078,230.6431
Tajikistan,TJK,2018,456.19446,170.88406,112.15498,19.100307,230.7344
Tajikistan,TJK,2019,459.0753,170.56447,112.11625,19.201311,230.98955
Tanzania,TZA,1990,830.44934,131.41226,125.91227,18.457113,348.79532
Tanzania,TZA,1991,829.0068,131.24788,125.85366,18.297003,348.68274
Tanzania,TZA,1992,827.5675,131.14502,125.8447,18.163893,348.73303
Tanzania,TZA,1993,826.1739,130.91093,125.92113,18.062626,348.86026
Tanzania,TZA,1994,824.99854,130.91304,125.80726,18.019928,348.7981
Tanzania,TZA,1995,824.37836,130.82681,125.76967,17.981686,348.9215
Tanzania,TZA,1996,823.54736,130.99075,125.76397,17.957829,348.55154
Tanzania,TZA,1997,822.75275,130.55003,125.71928,17.93575,349.03342
Tanzania,TZA,1998,821.07904,130.61995,125.7171,17.925299,349.2505
Tanzania,TZA,1999,820.1529,130.49536,125.858955,17.9164,349.63153
Tanzania,TZA,2000,818.8451,130.74316,125.98332,17.929989,349.8297
Tanzania,TZA,2001,816.255,130.84189,126.07898,18.001282,350.25327
Tanzania,TZA,2002,812.3418,131.42393,126.153076,18.08647,351.0029
Tanzania,TZA,2003,808.06824,132.10382,126.01438,18.353113,351.54532
Tanzania,TZA,2004,803.57574,132.76581,126.08276,18.602247,352.38385
Tanzania,TZA,2005,801.08875,132.94498,126.244484,18.791857,352.899
Tanzania,TZA,2006,799.04944,132.9871,126.54054,18.949772,352.8786
Tanzania,TZA,2007,797.44824,133.16422,126.52585,19.136257,353.35144
Tanzania,TZA,2008,795.184,133.41551,126.745995,19.367151,353.9754
Tanzania,TZA,2009,794.156,133.28511,126.90702,19.568447,354.44278
Tanzania,TZA,2010,793.6201,133.66092,126.942276,19.84332,355.06882
Tanzania,TZA,2011,793.4671,133.85898,127.08184,20.094032,356.13965
Tanzania,TZA,2012,793.53546,134.26346,127.04848,20.388863,358.01385
Tanzania,TZA,2013,793.0136,134.75218,127.23033,20.760595,359.96634
Tanzania,TZA,2014,792.88403,135.10806,127.30728,21.134012,361.74997
Tanzania,TZA,2015,793.1221,135.22054,127.11716,21.431374,362.92654
Tanzania,TZA,2016,793.8397,135.147,127.29405,21.68197,364.5658
Tanzania,TZA,2017,795.2133,135.47841,127.29535,21.975775,365.33032
Tanzania,TZA,2018,797.69037,135.69115,127.43229,22.23344,365.1133
Tanzania,TZA,2019,802.2688,136.55493,127.39958,22.46827,363.27722
Thailand,THA,1990,436.77252,183.3112,71.05149,20.355883,312.1532
Thailand,THA,1991,437.62366,184.39363,70.99666,20.887775,312.6609
Thailand,THA,1992,438.55603,185.49156,71.012344,21.35958,313.00146
Thailand,THA,1993,439.74405,186.12988,71.22352,21.743164,313.522
Thailand,THA,1994,440.82642,186.81995,71.10735,22.176939,313.82794
Thailand,THA,1995,442.0869,186.98633,71.04783,22.471512,313.8942
Thailand,THA,1996,443.58148,187.4985,71.189,22.766327,314.51004
Thailand,THA,1997,445.21625,187.15735,71.1394,22.889736,314.83203
Thailand,THA,1998,446.7964,187.24232,71.09099,23.07122,315.0566
Thailand,THA,1999,448.68936,187.60512,71.27199,23.289974,315.23834
Thailand,THA,2000,449.61246,187.65555,71.21045,23.53518,315.47775
Thailand,THA,2001,450.7681,187.8697,71.16014,23.713915,315.21732
Thailand,THA,2002,452.04385,188.26797,71.148346,23.777199,315.16162
Thailand,THA,2003,453.14975,188.88232,71.15902,24.000055,314.91425
Thailand,THA,2004,454.14566,189.46431,71.31033,24.203304,314.91812
Thailand,THA,2005,453.94998,189.56485,71.32697,24.382938,314.8596
Thailand,THA,2006,453.2359,189.82584,71.3624,24.591957,315.5688
Thailand,THA,2007,451.59583,189.96129,71.38327,24.854872,316.18033
Thailand,THA,2008,449.7781,190.03613,71.294525,25.187943,317.40845
Thailand,THA,2009,448.28052,190.46341,71.50482,25.52172,319.21353
Thailand,THA,2010,446.7318,190.39647,71.43154,25.882187,319.75848
Thailand,THA,2011,445.913,191.2664,71.44245,26.194176,320.61444
Thailand,THA,2012,444.51804,192.1108,71.35506,26.519304,321.00882
Thailand,THA,2013,443.51764,193.3974,71.524284,26.826414,322.23273
Thailand,THA,2014,442.5574,193.96779,71.49741,27.15132,322.7355
Thailand,THA,2015,442.1253,194.71501,71.534294,27.402407,322.98123
Thailand,THA,2016,441.44974,194.2248,71.499825,27.75254,323.58646
Thailand,THA,2017,440.63293,193.54195,71.57621,28.038845,324.1297
Thailand,THA,2018,439.8056,193.79964,71.48655,28.241772,324.97498
Thailand,THA,2019,438.0736,194.85661,71.50412,28.565636,326.5251
Togo,TGO,1990,755.6875,133.19194,116.20801,19.240355,335.87686
Togo,TGO,1991,756.31134,133.25371,115.97458,19.146866,335.92822
Togo,TGO,1992,757.3953,133.3672,115.97032,19.00066,335.86063
Togo,TGO,1993,758.8541,133.29337,116.09397,18.918556,335.9497
Togo,TGO,1994,759.93585,133.38246,116.16037,18.863773,336.0104
Togo,TGO,1995,761.32855,133.30022,116.19706,18.787739,336.11285
Togo,TGO,1996,762.9258,133.02986,116.14658,18.699263,335.9832
Togo,TGO,1997,765.80365,132.8475,116.12093,18.541695,336.48257
Togo,TGO,1998,768.7579,132.8317,116.10544,18.476658,336.59552
Togo,TGO,1999,771.5993,132.83488,116.061745,18.418413,336.98148
Togo,TGO,2000,773.55444,132.77692,116.128494,18.382444,337.01846
Togo,TGO,2001,775.0618,132.65701,116.13218,18.315613,336.8509
Togo,TGO,2002,776.7321,132.62985,116.044464,18.291597,336.7446
Togo,TGO,2003,777.9957,132.68672,116.05817,18.271322,336.94427
Togo,TGO,2004,778.4784,132.7457,116.0886,18.294174,336.63126
Togo,TGO,2005,778.7533,132.72299,116.09586,18.230118,336.83875
Togo,TGO,2006,779.1721,132.54979,116.09413,18.222847,337.2441
Togo,TGO,2007,779.4669,132.29689,116.15698,18.185364,337.8907
Togo,TGO,2008,779.5482,132.30083,116.14177,18.128185,338.87155
Togo,TGO,2009,779.76215,131.95558,116.257935,18.088364,339.3606
Togo,TGO,2010,779.8741,131.87883,116.30686,18.042109,339.95706
Togo,TGO,2011,779.4399,131.79178,116.406944,18.111336,340.7326
Togo,TGO,2012,779.8024,132.0348,116.36807,18.175896,341.15942
Togo,TGO,2013,779.72253,132.20082,116.249695,18.32897,341.8603
Togo,TGO,2014,779.5461,132.53616,116.45197,18.451685,342.70996
Togo,TGO,2015,780.03613,132.33209,116.330734,18.555984,342.96652
Togo,TGO,2016,780.8071,132.64732,116.48827,18.827093,343.4843
Togo,TGO,2017,781.44037,132.7742,116.51819,19.059963,343.81934
Togo,TGO,2018,782.1487,133.33003,116.43877,19.177269,344.08994
Togo,TGO,2019,783.32574,133.74069,116.47724,19.234024,344.09924
Tokelau,TKL,1990,503.90646,180.42458,59.12672,17.711943,380.43665
Tokelau,TKL,1991,504.1727,180.93861,59.254665,17.713905,380.5925
Tokelau,TKL,1992,504.21973,181.44614,59.29066,17.704947,380.67227
Tokelau,TKL,1993,504.36166,181.73775,59.256496,17.693813,380.74686
Tokelau,TKL,1994,503.94345,181.84888,59.23561,17.705938,380.76056
Tokelau,TKL,1995,503.3276,182.1424,59.1735,17.786453,380.9323
Tokelau,TKL,1996,502.4512,181.98463,59.25636,17.795843,381.21085
Tokelau,TKL,1997,501.8124,181.79066,59.232788,17.844204,381.71194
Tokelau,TKL,1998,501.43674,181.49942,59.285435,17.9043,381.82858
Tokelau,TKL,1999,500.94012,180.85797,59.185394,18.026222,382.70032
Tokelau,TKL,2000,501.2043,180.54431,59.17054,18.15295,383.72028
Tokelau,TKL,2001,501.2484,180.73741,59.109467,18.325079,383.33408
Tokelau,TKL,2002,500.406,181.52582,59.183475,18.426804,381.36133
Tokelau,TKL,2003,499.0504,182.59204,59.15909,18.63677,378.6241
Tokelau,TKL,2004,497.74524,183.74968,59.199715,18.711788,376.4519
Tokelau,TKL,2005,496.5828,184.33276,59.183235,18.807426,375.06998
Tokelau,TKL,2006,496.18988,184.84737,59.192135,19.002644,375.16898
Tokelau,TKL,2007,496.1035,185.17041,59.11181,19.12163,376.29007
Tokelau,TKL,2008,496.72568,185.5057,59.16324,19.410425,377.76825
Tokelau,TKL,2009,497.5854,185.72498,59.269283,19.6857,379.65433
Tokelau,TKL,2010,498.26544,185.6755,59.285614,19.92577,381.14404
Tokelau,TKL,2011,498.68912,185.90353,59.17169,20.162365,382.43683
Tokelau,TKL,2012,497.78107,186.14758,59.28779,20.40161,382.48636
Tokelau,TKL,2013,497.31454,186.19629,59.209923,20.558111,382.2372
Tokelau,TKL,2014,496.89026,186.2127,59.181087,20.826015,382.64655
Tokelau,TKL,2015,496.71408,186.2074,59.20382,21.049612,383.3174
Tokelau,TKL,2016,495.7988,186.2779,59.17014,21.410423,383.4089
Tokelau,TKL,2017,494.58527,186.41142,59.112347,21.615423,382.4498
Tokelau,TKL,2018,494.18652,186.2453,58.981064,21.855707,382.32742
Tokelau,TKL,2019,494.85623,186.20375,59.148365,22.041817,382.42862
Tonga,TON,1990,409.01398,185.95764,60.874844,17.943523,378.8302
Tonga,TON,1991,408.42038,186.51817,60.89098,18.01495,379.0042
Tonga,TON,1992,407.719,187.10304,60.840897,18.080286,378.8491
Tonga,TON,1993,406.90396,187.27672,60.84066,18.171144,378.77832
Tonga,TON,1994,406.18066,187.59033,60.875404,18.219173,378.903
Tonga,TON,1995,405.58286,187.9495,60.791126,18.276783,379.17712
Tonga,TON,1996,404.99673,187.60948,60.94707,18.279007,379.03235
Tonga,TON,1997,404.15567,187.3227,60.958893,18.305847,379.37234
Tonga,TON,1998,403.2853,186.69803,60.882748,18.395515,379.9386
Tonga,TON,1999,402.78622,186.15672,60.87852,18.438303,379.932
Tonga,TON,2000,402.35895,185.94925,60.813084,18.45297,380.14563
Tonga,TON,2001,402.19855,186.60143,60.80771,18.481926,379.84027
Tonga,TON,2002,401.97006,187.29219,60.86572,18.607357,379.409
Tonga,TON,2003,401.89883,188.14748,60.840034,18.71481,378.93527
Tonga,TON,2004,401.6127,188.55765,60.80005,18.755213,378.2828
Tonga,TON,2005,401.41876,188.99081,60.743404,18.865072,378.40994
Tonga,TON,2006,400.56696,189.04193,60.734295,18.942192,378.61926
Tonga,TON,2007,399.22992,188.9524,60.785763,18.916084,379.7625
Tonga,TON,2008,398.2128,188.80406,60.779175,18.962543,380.8808
Tonga,TON,2009,397.13293,188.6811,60.88655,18.964048,382.2373
Tonga,TON,2010,396.9013,188.29263,60.812256,18.976688,383.11832
Tonga,TON,2011,397.1392,188.42691,60.846615,19.032595,384.25055
Tonga,TON,2012,397.75543,188.10934,60.731964,19.13576,385.40582
Tonga,TON,2013,398.0485,187.99942,60.733017,19.214285,386.9911
Tonga,TON,2014,398.56348,187.72012,60.726154,19.376148,387.95642
Tonga,TON,2015,398.78137,187.59248,60.833748,19.510605,388.33768
Tonga,TON,2016,398.33542,187.61165,60.863697,19.656847,387.9052
Tonga,TON,2017,398.17203,187.52496,60.82967,19.841396,386.75397
Tonga,TON,2018,400.10593,187.54608,60.82923,20.013641,387.25305
Tonga,TON,2019,404.09464,187.3583,60.798748,20.138292,388.79108
Trinidad and Tobago,TTO,1990,732.24603,177.0618,197.05852,46.047844,360.06512
Trinidad and Tobago,TTO,1991,729.0339,176.54749,197.1224,45.434345,358.93958
Trinidad and Tobago,TTO,1992,725.4744,176.38554,197.0452,44.882576,357.86337
Trinidad and Tobago,TTO,1993,722.59265,176.08409,196.80309,44.50266,357.51898
Trinidad and Tobago,TTO,1994,719.4709,175.92424,196.88844,44.389492,357.09607
Trinidad and Tobago,TTO,1995,717.4796,175.67006,196.98653,44.434032,356.8445
Trinidad and Tobago,TTO,1996,715.1507,175.91429,196.8433,44.491306,357.00827
Trinidad and Tobago,TTO,1997,712.52094,176.07434,196.9934,44.78432,357.64243
Trinidad and Tobago,TTO,1998,709.19934,176.31229,196.9714,45.308727,358.25217
Trinidad and Tobago,TTO,1999,706.0263,176.61868,196.85857,46.015144,358.57062
Trinidad and Tobago,TTO,2000,703.527,176.9987,196.81967,46.580185,358.95874
Trinidad and Tobago,TTO,2001,701.26013,177.30986,196.91594,47.389534,358.755
Trinidad and Tobago,TTO,2002,698.63055,178.00679,196.90694,48.492245,358.29462
Trinidad and Tobago,TTO,2003,695.51807,178.54532,196.8863,49.74655,358.1049
Trinidad and Tobago,TTO,2004,692.62634,179.1457,196.95659,50.98063,357.9667
Trinidad and Tobago,TTO,2005,690.1733,179.61282,196.91986,52.198425,357.95724
