statefips,countyfips,avghouseholdsize,geography
35,037,2.59,"Quay County, New Mexico"
35,039,2.86,"Rio Arriba County, New Mexico"
35,041,2.62,"Roosevelt County, New Mexico"
35,043,2.83,"Sandoval County, New Mexico"
35,045,3.04,"San Juan County, New Mexico"
35,047,2.51,"San Miguel County, New Mexico"
35,049,2.35,"Santa Fe County, New Mexico"
35,051,2.25,"Sierra County, New Mexico"
35,053,3.43,"Socorro County, New Mexico"
35,055,2.44,"Taos County, New Mexico"
35,057,2.81,"Torrance County, New Mexico"
35,059,2.39,"Union County, New Mexico"
35,061,2.78,"Valencia County, New Mexico"
32,001,2.51,"Churchill County, Nevada"
32,003,2.78,"Clark County, Nevada"
32,005,2.37,"Douglas County, Nevada"
32,007,2.87,"Elko County, Nevada"
32,009,2.35,"Esmeralda County, Nevada"
32,011,2.17,"Eureka County, Nevada"
32,013,2.74,"Humboldt County, Nevada"
32,015,2.79,"Lander County, Nevada"
32,017,2.55,"Lincoln County, Nevada"
32,019,2.63,"Lyon County, Nevada"
32,021,2.25,"Mineral County, Nevada"
32,023,2.42,"Nye County, Nevada"
32,027,2.29,"Pershing County, Nevada"
32,029,2.2,"Storey County, Nevada"
32,031,2.58,"Washoe County, Nevada"
32,033,2.71,"White Pine County, Nevada"
32,510,2.43,"Carson City, Nevada"
36,001,2.35,"Albany County, New York"
36,003,2.36,"Allegany County, New York"
36,005,2.86,"Bronx County, New York"
36,007,2.37,"Broome County, New York"
36,009,2.41,"Cattaraugus County, New York"
36,011,2.43,"Cayuga County, New York"
36,013,2.36,"Chautauqua County, New York"
36,015,2.35,"Chemung County, New York"
36,017,2.49,"Chenango County, New York"
36,019,2.32,"Clinton County, New York"
36,021,2.37,"Columbia County, New York"
36,023,2.54,"Cortland County, New York"
36,025,2.31,"Delaware County, New York"
36,027,2.61,"Dutchess County, New York"
36,029,2.33,"Erie County, New York"
36,031,2.37,"Essex County, New York"
36,033,2.36,"Franklin County, New York"
36,035,2.4,"Fulton County, New York"
36,037,2.45,"Genesee County, New York"
36,039,2.55,"Greene County, New York"
36,041,3.38,"Hamilton County, New York"
36,043,2.4,"Herkimer County, New York"
36,045,2.54,"Jefferson County, New York"
36,047,2.74,"Kings County, New York"
36,049,2.54,"Lewis County, New York"
36,051,2.42,"Livingston County, New York"
36,053,2.55,"Madison County, New York"
36,055,2.41,"Monroe County, New York"
36,057,2.5,"Montgomery County, New York"
36,059,3.03,"Nassau County, New York"
36,061,2.09,"New York County, New York"
36,063,2.39,"Niagara County, New York"
36,065,2.43,"Oneida County, New York"
36,067,2.43,"Onondaga County, New York"
36,069,2.38,"Ontario County, New York"
36,071,2.9,"Orange County, New York"
36,073,2.43,"Orleans County, New York"
36,075,2.57,"Oswego County, New York"
36,077,2.36,"Otsego County, New York"
36,079,2.84,"Putnam County, New York"
36,081,2.91,"Queens County, New York"
36,083,2.43,"Rensselaer County, New York"
36,085,2.81,"Richmond County, New York"
36,087,3.17,"Rockland County, New York"
36,089,2.42,"St. Lawrence County, New York"
36,091,2.44,"Saratoga County, New York"
36,093,2.65,"Schenectady County, New York"
36,095,2.46,"Schoharie County, New York"
36,097,2.35,"Schuyler County, New York"
36,099,2.37,"Seneca County, New York"
36,101,2.36,"Steuben County, New York"
36,103,2.98,"Suffolk County, New York"
36,105,2.54,"Sullivan County, New York"
36,107,2.5,"Tioga County, New York"
36,109,2.35,"Tompkins County, New York"
36,111,2.44,"Ulster County, New York"
36,113,2.4,"Warren County, New York"
36,115,2.45,"Washington County, New York"
36,117,2.48,"Wayne County, New York"
36,119,2.75,"Westchester County, New York"
36,121,2.38,"Wyoming County, New York"
36,123,2.46,"Yates County, New York"
39,001,2.56,"Adams County, Ohio"
39,003,2.53,"Allen County, Ohio"
39,005,2.5,"Ashland County, Ohio"
39,007,2.48,"Ashtabula County, Ohio"
39,009,2.47,"Athens County, Ohio"
39,011,2.49,"Auglaize County, Ohio"
39,013,2.35,"Belmont County, Ohio"
39,015,2.62,"Brown County, Ohio"
39,017,2.68,"Butler County, Ohio"
39,019,2.54,"Carroll County, Ohio"
39,021,2.53,"Champaign County, Ohio"
39,023,2.44,"Clark County, Ohio"
39,025,2.65,"Clermont County, Ohio"
39,027,2.53,"Clinton County, Ohio"
39,029,2.43,"Columbiana County, Ohio"
39,031,2.53,"Coshocton County, Ohio"
39,033,2.37,"Crawford County, Ohio"
39,035,2.31,"Cuyahoga County, Ohio"
39,037,2.48,"Darke County, Ohio"
39,039,2.49,"Defiance County, Ohio"
39,041,2.78,"Delaware County, Ohio"
39,043,2.35,"Erie County, Ohio"
39,045,2.66,"Fairfield County, Ohio"
39,047,2.44,"Fayette County, Ohio"
39,049,2.47,"Franklin County, Ohio"
39,051,2.59,"Fulton County, Ohio"
39,053,2.56,"Gallia County, Ohio"
39,055,2.67,"Geauga County, Ohio"
39,057,2.41,"Greene County, Ohio"
39,059,2.51,"Guernsey County, Ohio"
39,061,2.37,"Hamilton County, Ohio"
39,063,2.37,"Hancock County, Ohio"
39,065,2.55,"Hardin County, Ohio"
39,067,2.45,"Harrison County, Ohio"
39,069,2.52,"Henry County, Ohio"
39,071,2.55,"Highland County, Ohio"
39,073,2.48,"Hocking County, Ohio"
39,075,3.36,"Holmes County, Ohio"
39,077,2.58,"Huron County, Ohio"
39,079,2.5,"Jackson County, Ohio"
39,081,2.35,"Jefferson County, Ohio"
39,083,2.53,"Knox County, Ohio"
39,085,2.39,"Lake County, Ohio"
39,087,2.6,"Lawrence County, Ohio"
39,089,2.57,"Licking County, Ohio"
39,091,2.42,"Logan County, Ohio"
39,093,2.5,"Lorain County, Ohio"
39,095,2.4,"Lucas County, Ohio"
39,097,2.57,"Madison County, Ohio"
39,099,2.32,"Mahoning County, Ohio"
39,101,2.43,"Marion County, Ohio"
39,103,2.63,"Medina County, Ohio"
39,105,2.49,"Meigs County, Ohio"
39,107,2.54,"Mercer County, Ohio"
39,109,2.49,"Miami County, Ohio"
39,111,2.37,"Monroe County, Ohio"
39,113,2.32,"Montgomery County, Ohio"
39,115,2.41,"Morgan County, Ohio"
39,117,2.73,"Morrow County, Ohio"
39,119,2.45,"Muskingum County, Ohio"
39,121,2.45,"Noble County, Ohio"
39,123,2.33,"Ottawa County, Ohio"
39,125,2.48,"Paulding County, Ohio"
39,127,2.59,"Perry County, Ohio"
39,129,2.68,"Pickaway County, Ohio"
39,131,2.55,"Pike County, Ohio"
39,133,2.54,"Portage County, Ohio"
39,135,2.56,"Preble County, Ohio"
39,137,2.6,"Putnam County, Ohio"
39,139,2.4,"Richland County, Ohio"
39,141,2.52,"Ross County, Ohio"
39,143,2.49,"Sandusky County, Ohio"
39,145,2.5,"Scioto County, Ohio"
39,147,2.45,"Seneca County, Ohio"
39,149,2.62,"Shelby County, Ohio"
39,151,2.43,"Stark County, Ohio"
39,153,2.41,"Summit County, Ohio"
39,155,2.33,"Trumbull County, Ohio"
39,157,2.49,"Tuscarawas County, Ohio"
39,159,2.73,"Union County, Ohio"
39,161,2.49,"Van Wert County, Ohio"
39,163,2.63,"Vinton County, Ohio"
39,165,2.73,"Warren County, Ohio"
39,167,2.38,"Washington County, Ohio"
39,169,2.6,"Wayne County, Ohio"
39,171,2.39,"Williams County, Ohio"
39,173,2.44,"Wood County, Ohio"
39,175,2.38,"Wyandot County, Ohio"
40,001,2.78,"Adair County, Oklahoma"
40,003,2.28,"Alfalfa County, Oklahoma"
40,005,2.37,"Atoka County, Oklahoma"
40,007,2.7,"Beaver County, Oklahoma"
40,009,2.87,"Beckham County, Oklahoma"
40,011,2.25,"Blaine County, Oklahoma"
40,013,2.58,"Bryan County, Oklahoma"
40,015,2.77,"Caddo County, Oklahoma"
40,017,2.88,"Canadian County, Oklahoma"
40,019,2.67,"Carter County, Oklahoma"
40,021,2.81,"Cherokee County, Oklahoma"
40,023,2.52,"Choctaw County, Oklahoma"
40,025,2.28,"Cimarron County, Oklahoma"
40,027,2.59,"Cleveland County, Oklahoma"
40,029,2.51,"Coal County, Oklahoma"
40,031,2.69,"Comanche County, Oklahoma"
40,033,2.48,"Cotton County, Oklahoma"
40,035,2.52,"Craig County, Oklahoma"
40,037,2.67,"Creek County, Oklahoma"
40,039,2.63,"Custer County, Oklahoma"
40,041,2.47,"Delaware County, Oklahoma"
40,043,2.57,"Dewey County, Oklahoma"
40,045,2.38,"Ellis County, Oklahoma"
40,047,2.52,"Garfield County, Oklahoma"
40,049,2.57,"Garvin County, Oklahoma"
40,051,2.7,"Grady County, Oklahoma"
40,053,2.26,"Grant County, Oklahoma"
40,055,2.3,"Greer County, Oklahoma"
40,057,2.35,"Harmon County, Oklahoma"
40,059,2.57,"Harper County, Oklahoma"
40,061,2.6,"Haskell County, Oklahoma"
40,063,2.7,"Hughes County, Oklahoma"
40,065,2.48,"Jackson County, Oklahoma"
40,067,2.5,"Jefferson County, Oklahoma"
40,069,2.58,"Johnston County, Oklahoma"
40,071,2.46,"Kay County, Oklahoma"
40,073,2.64,"Kingfisher County, Oklahoma"
40,075,2.31,"Kiowa County, Oklahoma"
40,077,2.5,"Latimer County, Oklahoma"
40,079,2.67,"Le Flore County, Oklahoma"
40,081,2.58,"Lincoln County, Oklahoma"
40,083,2.83,"Logan County, Oklahoma"
40,085,2.98,"Love County, Oklahoma"
40,087,2.74,"McClain County, Oklahoma"
40,089,2.53,"McCurtain County, Oklahoma"
40,091,2.38,"McIntosh County, Oklahoma"
40,093,2.49,"Major County, Oklahoma"
40,095,2.64,"Marshall County, Oklahoma"
40,097,2.56,"Mayes County, Oklahoma"
40,099,2.5,"Murray County, Oklahoma"
40,101,2.53,"Muskogee County, Oklahoma"
40,103,2.41,"Noble County, Oklahoma"
40,105,2.56,"Nowata County, Oklahoma"
40,107,2.72,"Okfuskee County, Oklahoma"
40,109,2.53,"Oklahoma County, Oklahoma"
40,111,2.53,"Okmulgee County, Oklahoma"
40,113,2.55,"Osage County, Oklahoma"
40,115,2.58,"Ottawa County, Oklahoma"
40,117,2.6,"Pawnee County, Oklahoma"
40,119,2.36,"Payne County, Oklahoma"
40,121,2.36,"Pittsburg County, Oklahoma"
40,123,2.52,"Pontotoc County, Oklahoma"
40,125,2.61,"Pottawatomie County, Oklahoma"
40,127,2.34,"Pushmataha County, Oklahoma"
40,129,2.8,"Roger Mills County, Oklahoma"
40,131,2.64,"Rogers County, Oklahoma"
40,133,2.7,"Seminole County, Oklahoma"
40,135,2.64,"Sequoyah County, Oklahoma"
40,137,2.48,"Stephens County, Oklahoma"
40,139,2.93,"Texas County, Oklahoma"
40,141,2.4,"Tillman County, Oklahoma"
40,143,2.5,"Tulsa County, Oklahoma"
40,145,2.74,"Wagoner County, Oklahoma"
40,147,2.43,"Washington County, Oklahoma"
40,149,2.46,"Washita County, Oklahoma"
40,151,2.37,"Woods County, Oklahoma"
40,153,2.7,"Woodward County, Oklahoma"
41,001,2.16,"Baker County, Oregon"
41,003,2.4,"Benton County, Oregon"
41,005,2.59,"Clackamas County, Oregon"
41,007,2.32,"Clatsop County, Oregon"
41,009,2.6,"Columbia County, Oregon"
41,011,2.38,"Coos County, Oregon"
41,013,2.29,"Crook County, Oregon"
41,015,2.11,"Curry County, Oregon"
41,017,2.49,"Deschutes County, Oregon"
41,019,2.41,"Douglas County, Oregon"
41,021,2.24,"Gilliam County, Oregon"
41,023,2.26,"Grant County, Oregon"
41,025,2.32,"Harney County, Oregon"
41,027,2.66,"Hood River County, Oregon"
41,029,2.45,"Jackson County, Oregon"
41,031,2.76,"Jefferson County, Oregon"
41,033,2.38,"Josephine County, Oregon"
41,035,2.39,"Klamath County, Oregon"
41,037,2.08,"Lake County, Oregon"
41,039,2.39,"Lane County, Oregon"
41,041,2.22,"Lincoln County, Oregon"
41,043,2.61,"Linn County, Oregon"
41,045,2.62,"Malheur County, Oregon"
41,047,2.75,"Marion County, Oregon"
41,049,2.96,"Morrow County, Oregon"
41,051,2.41,"Multnomah County, Oregon"
41,053,2.65,"Polk County, Oregon"
41,055,2.22,"Sherman County, Oregon"
41,057,2.45,"Tillamook County, Oregon"
41,059,2.7,"Umatilla County, Oregon"
41,061,2.46,"Union County, Oregon"
41,063,2.18,"Wallowa County, Oregon"
41,065,2.5,"Wasco County, Oregon"
41,067,2.66,"Washington County, Oregon"
41,069,1.97,"Wheeler County, Oregon"
41,071,2.78,"Yamhill County, Oregon"
42,001,2.55,"Adams County, Pennsylvania"
42,003,2.26,"Allegheny County, Pennsylvania"
42,005,2.36,"Armstrong County, Pennsylvania"
42,007,2.38,"Beaver County, Pennsylvania"
42,009,2.43,"Bedford County, Pennsylvania"
42,011,2.61,"Berks County, Pennsylvania"
42,013,2.41,"Blair County, Pennsylvania"
42,015,2.52,"Bradford County, Pennsylvania"
42,017,2.65,"Bucks County, Pennsylvania"
42,019,2.42,"Butler County, Pennsylvania"
42,021,2.28,"Cambria County, Pennsylvania"
42,023,2.2,"Cameron County, Pennsylvania"
42,025,2.48,"Carbon County, Pennsylvania"
42,027,2.47,"Centre County, Pennsylvania"
42,029,2.66,"Chester County, Pennsylvania"
42,031,2.39,"Clarion County, Pennsylvania"
42,033,2.38,"Clearfield County, Pennsylvania"
42,035,2.52,"Clinton County, Pennsylvania"
42,037,2.4,"Columbia County, Pennsylvania"
42,039,2.42,"Crawford County, Pennsylvania"
42,041,2.38,"Cumberland County, Pennsylvania"
42,043,2.41,"Dauphin County, Pennsylvania"
42,045,2.65,"Delaware County, Pennsylvania"
42,047,2.34,"Elk County, Pennsylvania"
42,049,2.43,"Erie County, Pennsylvania"
42,051,2.41,"Fayette County, Pennsylvania"
42,053,1.86,"Forest County, Pennsylvania"
42,055,2.56,"Franklin County, Pennsylvania"
42,057,2.46,"Fulton County, Pennsylvania"
42,059,2.33,"Greene County, Pennsylvania"
42,061,2.36,"Huntingdon County, Pennsylvania"
42,063,2.41,"Indiana County, Pennsylvania"
42,065,2.38,"Jefferson County, Pennsylvania"
42,067,2.61,"Juniata County, Pennsylvania"
42,069,2.41,"Lackawanna County, Pennsylvania"
42,071,2.64,"Lancaster County, Pennsylvania"
42,073,2.38,"Lawrence County, Pennsylvania"
42,075,2.54,"Lebanon County, Pennsylvania"
42,077,2.6,"Lehigh County, Pennsylvania"
42,079,2.39,"Luzerne County, Pennsylvania"
42,081,2.42,"Lycoming County, Pennsylvania"
42,083,2.29,"McKean County, Pennsylvania"
42,085,2.37,"Mercer County, Pennsylvania"
42,087,2.46,"Mifflin County, Pennsylvania"
42,089,2.89,"Monroe County, Pennsylvania"
42,091,2.57,"Montgomery County, Pennsylvania"
42,093,2.41,"Montour County, Pennsylvania"
42,095,2.56,"Northampton County, Pennsylvania"
42,097,2.27,"Northumberland County, Pennsylvania"
42,099,2.49,"Perry County, Pennsylvania"
42,101,2.59,"Philadelphia County, Pennsylvania"
42,103,2.66,"Pike County, Pennsylvania"
42,105,2.57,"Potter County, Pennsylvania"
42,107,2.38,"Schuylkill County, Pennsylvania"
42,109,2.62,"Snyder County, Pennsylvania"
42,111,2.42,"Somerset County, Pennsylvania"
42,113,2.22,"Sullivan County, Pennsylvania"
42,115,2.41,"Susquehanna County, Pennsylvania"
42,117,2.47,"Tioga County, Pennsylvania"
42,119,2.38,"Union County, Pennsylvania"
42,121,2.38,"Venango County, Pennsylvania"
42,123,2.35,"Warren County, Pennsylvania"
42,125,2.42,"Washington County, Pennsylvania"
42,127,2.47,"Wayne County, Pennsylvania"
42,129,2.33,"Westmoreland County, Pennsylvania"
42,131,2.52,"Wyoming County, Pennsylvania"
42,133,2.57,"York County, Pennsylvania"
72,001,2.99,"Adjuntas Municipio, Puerto Rico"
72,003,3.09,"Aguada Municipio, Puerto Rico"
72,005,2.69,"Aguadilla Municipio, Puerto Rico"
72,007,3.1,"Aguas Buenas Municipio, Puerto Rico"
72,009,2.85,"Aibonito Municipio, Puerto Rico"
72,011,2.97,"Añasco Municipio, Puerto Rico"
72,013,2.81,"Arecibo Municipio, Puerto Rico"
72,015,3.02,"Arroyo Municipio, Puerto Rico"
72,017,2.98,"Barceloneta Municipio, Puerto Rico"
72,019,3.16,"Barranquitas Municipio, Puerto Rico"
72,021,2.68,"Bayamón Municipio, Puerto Rico"
72,023,2.94,"Cabo Rojo Municipio, Puerto Rico"
72,025,2.72,"Caguas Municipio, Puerto Rico"
72,027,2.84,"Camuy Municipio, Puerto Rico"
72,029,3.22,"Canóvanas Municipio, Puerto Rico"
72,031,2.6,"Carolina Municipio, Puerto Rico"
72,033,2.85,"Cataño Municipio, Puerto Rico"
72,035,2.81,"Cayey Municipio, Puerto Rico"
72,037,2.79,"Ceiba Municipio, Puerto Rico"
72,039,3.04,"Ciales Municipio, Puerto Rico"
72,041,3.03,"Cidra Municipio, Puerto Rico"
72,043,2.94,"Coamo Municipio, Puerto Rico"
72,045,3.13,"Comerío Municipio, Puerto Rico"
72,047,3.23,"Corozal Municipio, Puerto Rico"
72,049,3.01,"Culebra Municipio, Puerto Rico"
72,051,3.09,"Dorado Municipio, Puerto Rico"
72,053,2.7,"Fajardo Municipio, Puerto Rico"
72,054,2.84,"Florida Municipio, Puerto Rico"
72,055,3.33,"Guánica Municipio, Puerto Rico"
72,057,2.74,"Guayama Municipio, Puerto Rico"
72,059,3.08,"Guayanilla Municipio, Puerto Rico"
72,061,2.67,"Guaynabo Municipio, Puerto Rico"
72,063,3.03,"Gurabo Municipio, Puerto Rico"
72,065,2.89,"Hatillo Municipio, Puerto Rico"
72,067,2.6,"Hormigueros Municipio, Puerto Rico"
72,069,3.01,"Humacao Municipio, Puerto Rico"
72,071,2.88,"Isabela Municipio, Puerto Rico"
72,073,3.26,"Jayuya Municipio, Puerto Rico"
72,075,2.93,"Juana Díaz Municipio, Puerto Rico"
72,077,3.07,"Juncos Municipio, Puerto Rico"
72,079,2.93,"Lajas Municipio, Puerto Rico"
72,081,2.81,"Lares Municipio, Puerto Rico"
72,083,2.93,"Las Marías Municipio, Puerto Rico"
72,085,2.99,"Las Piedras Municipio, Puerto Rico"
72,087,3.15,"Loíza Municipio, Puerto Rico"
72,089,2.86,"Luquillo Municipio, Puerto Rico"
72,091,2.59,"Manatí Municipio, Puerto Rico"
72,093,3.3,"Maricao Municipio, Puerto Rico"
72,095,2.86,"Maunabo Municipio, Puerto Rico"
72,097,2.7,"Mayagüez Municipio, Puerto Rico"
72,099,3.14,"Moca Municipio, Puerto Rico"
72,101,3.29,"Morovis Municipio, Puerto Rico"
72,103,3.04,"Naguabo Municipio, Puerto Rico"
72,105,3.44,"Naranjito Municipio, Puerto Rico"
72,107,3.27,"Orocovis Municipio, Puerto Rico"
72,109,2.87,"Patillas Municipio, Puerto Rico"
72,111,2.98,"Peñuelas Municipio, Puerto Rico"
72,113,2.75,"Ponce Municipio, Puerto Rico"
72,115,2.78,"Quebradillas Municipio, Puerto Rico"
72,117,2.73,"Rincón Municipio, Puerto Rico"
72,119,3.09,"Río Grande Municipio, Puerto Rico"
72,121,3.41,"Sabana Grande Municipio, Puerto Rico"
72,123,2.71,"Salinas Municipio, Puerto Rico"
72,125,2.7,"San Germán Municipio, Puerto Rico"
72,127,2.47,"San Juan Municipio, Puerto Rico"
72,129,2.91,"San Lorenzo Municipio, Puerto Rico"
72,131,2.95,"San Sebastián Municipio, Puerto Rico"
72,133,2.96,"Santa Isabel Municipio, Puerto Rico"
72,135,3.29,"Toa Alta Municipio, Puerto Rico"
72,137,2.94,"Toa Baja Municipio, Puerto Rico"
72,139,2.87,"Trujillo Alto Municipio, Puerto Rico"
72,141,3.1,"Utuado Municipio, Puerto Rico"
72,143,3.06,"Vega Alta Municipio, Puerto Rico"
72,145,3.27,"Vega Baja Municipio, Puerto Rico"
72,147,3.29,"Vieques Municipio, Puerto Rico"
72,149,3.06,"Villalba Municipio, Puerto Rico"
72,151,2.97,"Yabucoa Municipio, Puerto Rico"
72,153,3.75,"Yauco Municipio, Puerto Rico"
44,001,2.38,"Bristol County, Rhode Island"
44,003,2.38,"Kent County, Rhode Island"
44,005,2.27,"Newport County, Rhode Island"
44,007,2.53,"Providence County, Rhode Island"
44,009,2.42,"Washington County, Rhode Island"
45,001,2.52,"Abbeville County, South Carolina"
45,003,2.53,"Aiken County, South Carolina"
45,005,2.58,"Allendale County, South Carolina"
45,007,2.55,"Anderson County, South Carolina"
45,009,2.41,"Bamberg County, South Carolina"
45,011,2.61,"Barnwell County, South Carolina"
45,013,2.51,"Beaufort County, South Carolina"
45,015,2.75,"Berkeley County, South Carolina"
45,017,2.45,"Calhoun County, South Carolina"
45,019,2.44,"Charleston County, South Carolina"
45,021,2.68,"Cherokee County, South Carolina"
45,023,2.61,"Chester County, South Carolina"
45,025,2.52,"Chesterfield County, South Carolina"
45,027,2.47,"Clarendon County, South Carolina"
45,029,2.53,"Colleton County, South Carolina"
45,031,2.52,"Darlington County, South Carolina"
45,033,2.69,"Dillon County, South Carolina"
45,035,2.77,"Dorchester County, South Carolina"
45,037,2.6,"Edgefield County, South Carolina"
45,039,2.52,"Fairfield County, South Carolina"
45,041,2.61,"Florence County, South Carolina"
45,043,2.55,"Georgetown County, South Carolina"
45,045,2.58,"Greenville County, South Carolina"
45,047,2.52,"Greenwood County, South Carolina"
45,049,2.53,"Hampton County, South Carolina"
45,051,2.43,"Horry County, South Carolina"
45,053,2.85,"Jasper County, South Carolina"
45,055,2.58,"Kershaw County, South Carolina"
45,057,2.7,"Lancaster County, South Carolina"
45,059,2.54,"Laurens County, South Carolina"
45,061,2.63,"Lee County, South Carolina"
45,063,2.54,"Lexington County, South Carolina"
45,065,2.15,"McCormick County, South Carolina"
45,067,2.67,"Marion County, South Carolina"
45,069,2.5,"Marlboro County, South Carolina"
45,071,2.55,"Newberry County, South Carolina"
45,073,2.43,"Oconee County, South Carolina"
45,075,2.63,"Orangeburg County, South Carolina"
45,077,2.53,"Pickens County, South Carolina"
45,079,2.53,"Richland County, South Carolina"
45,081,2.78,"Saluda County, South Carolina"
45,083,2.58,"Spartanburg County, South Carolina"
45,085,2.6,"Sumter County, South Carolina"
45,087,2.37,"Union County, South Carolina"
45,089,2.64,"Williamsburg County, South Carolina"
45,091,2.61,"York County, South Carolina"
46,003,2.24,"Aurora County, South Dakota"
46,005,2.31,"Beadle County, South Dakota"
46,007,3.24,"Bennett County, South Dakota"
46,009,2.23,"Bon Homme County, South Dakota"
46,011,2.38,"Brookings County, South Dakota"
46,013,2.29,"Brown County, South Dakota"
46,015,2.47,"Brule County, South Dakota"
46,017,3.73,"Buffalo County, South Dakota"
46,019,2.49,"Butte County, South Dakota"
46,021,2.27,"Campbell County, South Dakota"
46,023,2.78,"Charles Mix County, South Dakota"
46,025,2.21,"Clark County, South Dakota"
46,027,2.21,"Clay County, South Dakota"
46,029,2.28,"Codington County, South Dakota"
46,031,3.37,"Corson County, South Dakota"
46,033,2.12,"Custer County, South Dakota"
46,035,2.2,"Davison County, South Dakota"
46,037,2.15,"Day County, South Dakota"
46,039,2.25,"Deuel County, South Dakota"
46,041,3.36,"Dewey County, South Dakota"
46,043,2.22,"Douglas County, South Dakota"
46,045,2.3,"Edmunds County, South Dakota"
46,047,2.14,"Fall River County, South Dakota"
46,049,2.16,"Faulk County, South Dakota"
46,051,2.2,"Grant County, South Dakota"
46,053,2.12,"Gregory County, South Dakota"
46,055,2.39,"Haakon County, South Dakota"
46,057,2.64,"Hamlin County, South Dakota"
46,059,2.19,"Hand County, South Dakota"
46,061,2.96,"Hanson County, South Dakota"
46,063,2.48,"Harding County, South Dakota"
46,065,2.3,"Hughes County, South Dakota"
46,067,2.23,"Hutchinson County, South Dakota"
46,069,2.52,"Hyde County, South Dakota"
46,071,3.05,"Jackson County, South Dakota"
46,073,2.31,"Jerauld County, South Dakota"
46,075,1.83,"Jones County, South Dakota"
46,077,2.18,"Kingsbury County, South Dakota"
46,079,2.38,"Lake County, South Dakota"
46,081,2.22,"Lawrence County, South Dakota"
46,083,2.74,"Lincoln County, South Dakota"
46,085,2.74,"Lyman County, South Dakota"
46,087,2.37,"McCook County, South Dakota"
46,089,1.89,"McPherson County, South Dakota"
46,091,2.52,"Marshall County, South Dakota"
46,093,2.42,"Meade County, South Dakota"
46,095,3.04,"Mellette County, South Dakota"
46,097,2.24,"Miner County, South Dakota"
46,099,2.48,"Minnehaha County, South Dakota"
46,101,2.3,"Moody County, South Dakota"
46,102,4.73,"Oglala Lakota County, South Dakota"
46,103,2.46,"Pennington County, South Dakota"
46,105,2.21,"Perkins County, South Dakota"
46,107,2.11,"Potter County, South Dakota"
46,109,2.74,"Roberts County, South Dakota"
46,111,2.09,"Sanborn County, South Dakota"
46,115,2.41,"Spink County, South Dakota"
46,117,2.34,"Stanley County, South Dakota"
46,119,2.34,"Sully County, South Dakota"
46,121,3.62,"Todd County, South Dakota"
46,123,2.08,"Tripp County, South Dakota"
46,125,2.31,"Turner County, South Dakota"
46,127,2.48,"Union County, South Dakota"
46,129,2.21,"Walworth County, South Dakota"
46,135,2.33,"Yankton County, South Dakota"
46,137,3.5,"Ziebach County, South Dakota"
47,001,2.43,"Anderson County, Tennessee"
47,003,2.72,"Bedford County, Tennessee"
47,005,2.37,"Benton County, Tennessee"
47,007,2.75,"Bledsoe County, Tennessee"
47,009,2.51,"Blount County, Tennessee"
47,011,2.58,"Bradley County, Tennessee"
47,013,2.48,"Campbell County, Tennessee"
47,015,2.53,"Cannon County, Tennessee"
47,017,2.45,"Carroll County, Tennessee"
47,019,2.31,"Carter County, Tennessee"
47,021,2.7,"Cheatham County, Tennessee"
47,023,2.66,"Chester County, Tennessee"
47,025,2.4,"Claiborne County, Tennessee"
47,027,2.37,"Clay County, Tennessee"
47,029,2.38,"Cocke County, Tennessee"
47,031,2.49,"Coffee County, Tennessee"
47,033,2.64,"Crockett County, Tennessee"
47,035,2.35,"Cumberland County, Tennessee"
47,037,2.41,"Davidson County, Tennessee"
47,039,2.3,"Decatur County, Tennessee"
47,041,2.7,"DeKalb County, Tennessee"
47,043,2.69,"Dickson County, Tennessee"
47,045,2.51,"Dyer County, Tennessee"
47,047,2.58,"Fayette County, Tennessee"
47,049,2.43,"Fentress County, Tennessee"
47,051,2.4,"Franklin County, Tennessee"
47,053,2.49,"Gibson County, Tennessee"
47,055,2.49,"Giles County, Tennessee"
47,057,2.52,"Grainger County, Tennessee"
47,059,2.38,"Greene County, Tennessee"
47,061,2.55,"Grundy County, Tennessee"
47,063,2.54,"Hamblen County, Tennessee"
47,065,2.48,"Hamilton County, Tennessee"
47,067,2.35,"Hancock County, Tennessee"
47,069,2.59,"Hardeman County, Tennessee"
47,071,2.58,"Hardin County, Tennessee"
47,073,2.42,"Hawkins County, Tennessee"
47,075,2.57,"Haywood County, Tennessee"
47,077,2.57,"Henderson County, Tennessee"
47,079,2.36,"Henry County, Tennessee"
47,081,2.6,"Hickman County, Tennessee"
47,083,2.49,"Houston County, Tennessee"
47,085,2.53,"Humphreys County, Tennessee"
47,087,2.49,"Jackson County, Tennessee"
47,089,2.58,"Jefferson County, Tennessee"
47,091,2.29,"Johnson County, Tennessee"
47,093,2.39,"Knox County, Tennessee"
47,095,2.38,"Lake County, Tennessee"
47,097,2.5,"Lauderdale County, Tennessee"
47,099,2.59,"Lawrence County, Tennessee"
47,101,2.49,"Lewis County, Tennessee"
47,103,2.43,"Lincoln County, Tennessee"
47,105,2.49,"Loudon County, Tennessee"
47,107,2.58,"McMinn County, Tennessee"
47,109,2.61,"McNairy County, Tennessee"
47,111,2.53,"Macon County, Tennessee"
47,113,2.56,"Madison County, Tennessee"
47,115,2.43,"Marion County, Tennessee"
47,117,2.57,"Marshall County, Tennessee"
47,119,2.55,"Maury County, Tennessee"
47,121,2.51,"Meigs County, Tennessee"
47,123,2.6,"Monroe County, Tennessee"
47,125,2.76,"Montgomery County, Tennessee"
